,X,Site_Name,Common_Name,Phenophase_Name,Observation_Date,Day_of_Year,Phenophase_Status,Intensity_Category_ID,Intensity_Value
5787,57070,Site D,beach plum,Breaking leaf buds,4/9/2018,99,0,39,0
5788,57071,Site D,beach plum,Breaking leaf buds,5/2/2018,122,0,39,0
5789,57072,Site D,beach plum,Breaking leaf buds,5/8/2018,128,0,39,0
5790,57073,Site D,beach plum,Breaking leaf buds,5/11/2018,131,0,39,0
5791,57074,Site D,beach plum,Breaking leaf buds,5/21/2018,141,0,39,0
5792,57075,Site D,beach plum,Breaking leaf buds,5/29/2018,149,1,39,3
5793,57076,Site D,beach plum,Breaking leaf buds,5/25/2018,145,1,39,2
5794,57077,Site D,beach plum,Breaking leaf buds,6/5/2018,156,1,39,3
5795,57078,Site D,beach plum,Breaking leaf buds,6/8/2018,159,1,39,5
5796,57079,Site D,beach plum,Breaking leaf buds,6/14/2018,165,1,39,4
5797,57080,Site D,beach plum,Breaking leaf buds,6/18/2018,169,1,39,5
5798,57081,Site D,beach plum,Breaking leaf buds,6/21/2018,172,1,39,4
5799,57082,Site D,beach plum,Breaking leaf buds,6/25/2018,176,1,39,5
5800,57083,Site D,beach plum,Breaking leaf buds,6/29/2018,180,1,39,4
5801,57084,Site D,beach plum,Breaking leaf buds,7/2/2018,183,0,39,0
5802,57085,Site D,beach plum,Breaking leaf buds,7/6/2018,187,0,39,0
5803,57086,Site D,beach plum,Breaking leaf buds,7/9/2018,190,0,39,0
5804,57087,Site D,beach plum,Breaking leaf buds,7/13/2018,194,0,39,0
5805,57088,Site D,beach plum,Breaking leaf buds,7/16/2018,197,0,39,0
5806,57089,Site D,beach plum,Breaking leaf buds,7/20/2018,201,0,39,0
5807,57090,Site D,beach plum,Breaking leaf buds,7/23/2018,204,0,39,0
5808,57091,Site D,beach plum,Breaking leaf buds,7/27/2018,208,0,39,0
5809,57092,Site D,beach plum,Breaking leaf buds,8/1/2018,213,0,39,0
5810,57093,Site D,beach plum,Breaking leaf buds,8/6/2018,218,0,39,0
5811,57094,Site D,beach plum,Breaking leaf buds,8/9/2018,221,0,39,0
5812,57095,Site D,beach plum,Breaking leaf buds,8/13/2018,225,0,39,0
5813,57096,Site D,beach plum,Breaking leaf buds,4/9/2015,99,0,39,0
5814,57097,Site D,beach plum,Breaking leaf buds,4/14/2015,104,0,39,0
5815,57098,Site D,beach plum,Breaking leaf buds,4/21/2015,111,0,39,0
5816,57099,Site D,beach plum,Breaking leaf buds,4/28/2015,118,0,39,0
5817,57100,Site D,beach plum,Breaking leaf buds,4/30/2015,120,0,39,0
5818,57101,Site D,beach plum,Breaking leaf buds,5/5/2015,125,0,39,0
5819,57102,Site D,beach plum,Breaking leaf buds,5/12/2015,132,0,39,0
5820,57103,Site D,beach plum,Breaking leaf buds,4/23/2015,113,0,39,0
5821,57104,Site D,beach plum,Breaking leaf buds,5/7/2015,127,0,39,0
5822,57105,Site D,beach plum,Breaking leaf buds,5/26/2015,146,1,39,3
5823,57106,Site D,beach plum,Breaking leaf buds,5/28/2015,148,1,39,4
5824,57107,Site D,beach plum,Breaking leaf buds,6/2/2015,153,1,39,2
5825,57108,Site D,beach plum,Breaking leaf buds,6/4/2015,155,1,39,3
5826,57109,Site D,beach plum,Breaking leaf buds,6/9/2015,160,0,39,0
5827,57110,Site D,beach plum,Breaking leaf buds,6/11/2015,162,0,39,0
5828,57111,Site D,beach plum,Breaking leaf buds,6/16/2015,167,1,39,3
5829,57112,Site D,beach plum,Breaking leaf buds,6/18/2015,169,0,39,0
5830,57113,Site D,beach plum,Breaking leaf buds,6/23/2015,174,1,39,3
5831,57114,Site D,beach plum,Breaking leaf buds,7/2/2015,183,0,39,0
5832,57115,Site D,beach plum,Breaking leaf buds,7/7/2015,188,0,39,0
5833,57116,Site D,beach plum,Breaking leaf buds,7/9/2015,190,0,39,0
5834,57117,Site D,beach plum,Breaking leaf buds,7/16/2015,197,0,39,0
5835,57118,Site D,beach plum,Breaking leaf buds,6/30/2015,181,1,39,2
5836,57119,Site D,beach plum,Breaking leaf buds,7/28/2015,209,0,39,0
5837,57120,Site D,beach plum,Breaking leaf buds,7/23/2015,204,0,39,0
5838,57121,Site D,beach plum,Breaking leaf buds,8/4/2015,216,0,39,0
5839,57122,Site D,beach plum,Breaking leaf buds,8/6/2015,218,0,39,0
5840,57123,Site D,beach plum,Breaking leaf buds,4/16/2015,106,0,39,0
5841,57124,Site D,beach plum,Breaking leaf buds,8/20/2015,232,0,39,0
5842,57125,Site D,beach plum,Breaking leaf buds,8/25/2015,237,0,39,0
5843,57126,Site D,beach plum,Breaking leaf buds,8/27/2015,239,0,39,0
5844,57127,Site D,beach plum,Breaking leaf buds,9/1/2015,244,0,39,0
5845,57128,Site D,beach plum,Breaking leaf buds,9/3/2015,246,0,39,0
5846,57129,Site D,beach plum,Breaking leaf buds,9/10/2015,253,0,39,0
5847,57130,Site D,beach plum,Breaking leaf buds,9/8/2015,251,0,39,0
5848,57131,Site D,beach plum,Breaking leaf buds,9/15/2015,258,0,39,0
5849,57132,Site D,beach plum,Breaking leaf buds,9/24/2015,267,0,39,0
5850,57133,Site D,beach plum,Breaking leaf buds,9/29/2015,272,0,39,0
5851,57134,Site D,beach plum,Breaking leaf buds,9/22/2015,265,0,39,0
5852,57135,Site D,beach plum,Breaking leaf buds,6/25/2015,176,1,39,3
5853,57136,Site D,beach plum,Breaking leaf buds,10/6/2015,279,0,39,0
5854,57137,Site D,beach plum,Breaking leaf buds,10/8/2015,281,0,39,0
5855,57138,Site D,beach plum,Breaking leaf buds,10/13/2015,286,0,39,0
5856,57139,Site D,beach plum,Breaking leaf buds,10/15/2015,288,0,39,0
5857,57140,Site D,beach plum,Breaking leaf buds,10/20/2015,293,0,39,0
5858,57141,Site D,beach plum,Breaking leaf buds,10/22/2015,295,0,39,0
5859,57142,Site D,beach plum,Breaking leaf buds,10/27/2015,300,0,39,0
5860,57143,Site D,beach plum,Breaking leaf buds,5/17/2016,138,0,39,0
5861,57144,Site D,beach plum,Breaking leaf buds,5/23/2016,144,1,39,1
5862,57145,Site D,beach plum,Breaking leaf buds,5/6/2016,127,0,39,0
5863,57146,Site D,beach plum,Breaking leaf buds,4/27/2016,118,0,39,0
5864,57147,Site D,beach plum,Breaking leaf buds,4/11/2016,102,0,39,0
5865,57148,Site D,beach plum,Breaking leaf buds,4/22/2016,113,0,39,0
5866,57149,Site D,beach plum,Breaking leaf buds,4/29/2016,120,0,39,0
5867,57150,Site D,beach plum,Breaking leaf buds,5/13/2016,134,0,39,0
5868,57151,Site D,beach plum,Breaking leaf buds,5/20/2016,141,0,39,0
5869,57152,Site D,beach plum,Breaking leaf buds,5/31/2016,152,1,39,5
5870,57153,Site D,beach plum,Breaking leaf buds,6/9/2016,161,0,39,0
5871,57154,Site D,beach plum,Breaking leaf buds,6/7/2016,159,1,39,5
5872,57155,Site D,beach plum,Breaking leaf buds,5/26/2016,147,1,39,4
5873,57156,Site D,beach plum,Breaking leaf buds,6/14/2016,166,1,39,3
5874,57157,Site D,beach plum,Breaking leaf buds,6/3/2016,155,1,39,5
5875,57158,Site D,beach plum,Breaking leaf buds,6/16/2016,168,0,39,0
5876,57159,Site D,beach plum,Breaking leaf buds,4/21/2016,112,0,39,0
5877,57160,Site D,beach plum,Breaking leaf buds,3/20/2016,80,0,39,0
5878,57161,Site D,beach plum,Breaking leaf buds,6/21/2016,173,0,39,0
5879,57162,Site D,beach plum,Breaking leaf buds,6/28/2016,180,0,39,0
5880,57163,Site D,beach plum,Breaking leaf buds,6/30/2016,182,0,39,0
5881,57164,Site D,beach plum,Breaking leaf buds,7/5/2016,187,0,39,0
5882,57165,Site D,beach plum,Breaking leaf buds,7/7/2016,189,0,39,0
5883,57166,Site D,beach plum,Breaking leaf buds,7/12/2016,194,0,39,0
5884,57167,Site D,beach plum,Breaking leaf buds,7/13/2016,195,0,39,0
5885,57168,Site D,beach plum,Breaking leaf buds,7/19/2016,201,0,39,0
5886,57169,Site D,beach plum,Breaking leaf buds,7/21/2016,203,0,39,0
5887,57170,Site D,beach plum,Breaking leaf buds,7/26/2016,208,0,39,0
5888,57171,Site D,beach plum,Breaking leaf buds,7/28/2016,210,0,39,0
5889,57172,Site D,beach plum,Breaking leaf buds,8/4/2016,217,0,39,0
5890,57173,Site D,beach plum,Breaking leaf buds,8/9/2016,222,0,39,0
5891,57174,Site D,beach plum,Breaking leaf buds,8/16/2016,229,0,39,0
5892,57175,Site D,beach plum,Breaking leaf buds,8/18/2016,231,0,39,0
5893,57176,Site D,beach plum,Breaking leaf buds,8/25/2016,238,0,39,0
5894,57177,Site D,beach plum,Breaking leaf buds,8/30/2016,243,0,39,0
5895,57178,Site D,beach plum,Breaking leaf buds,4/2/2015,92,0,39,0
5896,57179,Site D,beach plum,Breaking leaf buds,9/8/2016,252,0,39,0
5897,57180,Site D,beach plum,Breaking leaf buds,9/13/2016,257,0,39,0
5898,57181,Site D,beach plum,Breaking leaf buds,9/21/2016,265,0,39,0
5899,57182,Site D,beach plum,Breaking leaf buds,10/5/2016,279,0,39,0
5900,57183,Site D,beach plum,Breaking leaf buds,10/20/2016,294,0,39,0
5901,57184,Site D,beach plum,Breaking leaf buds,8/13/2015,225,0,39,0
