,X,Site_Name,Common_Name,Phenophase_Name,Observation_Date,Day_of_Year,Phenophase_Status,Intensity_Category_ID,Intensity_Value
11737,118436,Site G,beach plum,Breaking leaf buds,7/6/2018,187,0,39,0
11738,118437,Site G,beach plum,Breaking leaf buds,7/9/2018,190,0,39,0
11739,118438,Site G,beach plum,Breaking leaf buds,7/13/2018,194,0,39,0
11740,118439,Site G,beach plum,Breaking leaf buds,7/16/2018,197,0,39,0
11741,118440,Site G,beach plum,Breaking leaf buds,7/20/2018,201,0,39,0
11742,118441,Site G,beach plum,Breaking leaf buds,7/23/2018,204,0,39,0
11743,118442,Site G,beach plum,Breaking leaf buds,7/27/2018,208,0,39,0
11744,118443,Site G,beach plum,Breaking leaf buds,8/1/2018,213,0,39,0
11745,118444,Site G,beach plum,Breaking leaf buds,8/6/2018,218,0,39,0
11746,118445,Site G,beach plum,Breaking leaf buds,8/9/2018,221,0,39,0
11747,118446,Site G,beach plum,Breaking leaf buds,8/13/2018,225,0,39,0
11748,118447,Site G,beach plum,Breaking leaf buds,4/16/2015,106,0,39,0
11749,118448,Site G,beach plum,Breaking leaf buds,4/9/2015,99,0,39,0
11750,118449,Site G,beach plum,Breaking leaf buds,4/14/2015,104,0,39,0
11751,118450,Site G,beach plum,Breaking leaf buds,4/21/2015,111,0,39,0
11752,118451,Site G,beach plum,Breaking leaf buds,4/28/2015,118,0,39,0
11753,118452,Site G,beach plum,Breaking leaf buds,4/30/2015,120,0,39,0
11754,118453,Site G,beach plum,Breaking leaf buds,5/5/2015,125,0,39,0
11755,118454,Site G,beach plum,Breaking leaf buds,5/12/2015,132,1,39,2
11756,118455,Site G,beach plum,Breaking leaf buds,4/23/2015,113,0,39,0
11757,118456,Site G,beach plum,Breaking leaf buds,5/7/2015,127,0,39,0
11758,118457,Site G,beach plum,Breaking leaf buds,5/26/2015,146,0,39,0
11759,118458,Site G,beach plum,Breaking leaf buds,5/28/2015,148,0,39,0
11760,118459,Site G,beach plum,Breaking leaf buds,6/2/2015,153,0,39,0
11761,118460,Site G,beach plum,Breaking leaf buds,6/4/2015,155,0,39,0
11762,118461,Site G,beach plum,Breaking leaf buds,6/9/2015,160,1,39,2
11763,118462,Site G,beach plum,Breaking leaf buds,6/11/2015,162,1,39,3
11764,118463,Site G,beach plum,Breaking leaf buds,6/16/2015,167,1,39,3
11765,118464,Site G,beach plum,Breaking leaf buds,6/18/2015,169,1,39,3
11766,118465,Site G,beach plum,Breaking leaf buds,6/23/2015,174,1,39,3
11767,118466,Site G,beach plum,Breaking leaf buds,7/2/2015,183,1,39,3
11768,118467,Site G,beach plum,Breaking leaf buds,7/7/2015,188,0,39,0
11769,118468,Site G,beach plum,Breaking leaf buds,7/9/2015,190,1,39,2
11770,118469,Site G,beach plum,Breaking leaf buds,7/16/2015,197,0,39,0
11771,118470,Site G,beach plum,Breaking leaf buds,6/30/2015,181,1,39,3
11772,118471,Site G,beach plum,Breaking leaf buds,7/28/2015,209,0,39,0
11773,118472,Site G,beach plum,Breaking leaf buds,7/23/2015,204,0,39,0
11774,118473,Site G,beach plum,Breaking leaf buds,8/4/2015,216,0,39,0
11775,118474,Site G,beach plum,Breaking leaf buds,8/6/2015,218,0,39,0
11776,118475,Site G,beach plum,Breaking leaf buds,8/20/2015,232,0,39,0
11777,118476,Site G,beach plum,Breaking leaf buds,9/1/2015,244,0,39,0
11778,118477,Site G,beach plum,Breaking leaf buds,8/25/2015,237,0,39,0
11779,118478,Site G,beach plum,Breaking leaf buds,8/27/2015,239,0,39,0
11780,118479,Site G,beach plum,Breaking leaf buds,9/3/2015,246,0,39,0
11781,118480,Site G,beach plum,Breaking leaf buds,9/10/2015,253,0,39,0
11782,118481,Site G,beach plum,Breaking leaf buds,9/8/2015,251,0,39,0
11783,118482,Site G,beach plum,Breaking leaf buds,9/15/2015,258,0,39,0
11784,118483,Site G,beach plum,Breaking leaf buds,9/24/2015,267,0,39,0
11785,118484,Site G,beach plum,Breaking leaf buds,9/29/2015,272,0,39,0
11786,118485,Site G,beach plum,Breaking leaf buds,9/22/2015,265,0,39,0
11787,118486,Site G,beach plum,Breaking leaf buds,6/25/2015,176,1,39,3
11788,118487,Site G,beach plum,Breaking leaf buds,10/6/2015,279,0,39,0
11789,118488,Site G,beach plum,Breaking leaf buds,10/8/2015,281,0,39,0
11790,118489,Site G,beach plum,Breaking leaf buds,10/13/2015,286,0,39,0
11791,118490,Site G,beach plum,Breaking leaf buds,10/15/2015,288,0,39,0
11792,118491,Site G,beach plum,Breaking leaf buds,10/20/2015,293,0,39,0
11793,118492,Site G,beach plum,Breaking leaf buds,10/22/2015,295,0,39,0
11794,118493,Site G,beach plum,Breaking leaf buds,10/27/2015,300,0,39,0
11795,118494,Site G,beach plum,Breaking leaf buds,5/17/2016,138,0,39,0
11796,118495,Site G,beach plum,Breaking leaf buds,5/23/2016,144,0,39,0
11797,118496,Site G,beach plum,Breaking leaf buds,5/6/2016,127,0,39,0
11798,118497,Site G,beach plum,Breaking leaf buds,4/27/2016,118,0,39,0
11799,118498,Site G,beach plum,Breaking leaf buds,4/11/2016,102,0,39,0
11800,118499,Site G,beach plum,Breaking leaf buds,4/22/2016,113,0,39,0
11801,118500,Site G,beach plum,Breaking leaf buds,4/29/2016,120,0,39,0
11802,118501,Site G,beach plum,Breaking leaf buds,5/20/2016,141,0,39,0
11803,118502,Site G,beach plum,Breaking leaf buds,5/31/2016,152,1,39,4
11804,118503,Site G,beach plum,Breaking leaf buds,6/9/2016,161,1,39,3
11805,118504,Site G,beach plum,Breaking leaf buds,6/7/2016,159,1,39,4
11806,118505,Site G,beach plum,Breaking leaf buds,5/26/2016,147,0,39,0
11807,118506,Site G,beach plum,Breaking leaf buds,6/14/2016,166,1,39,4
11808,118507,Site G,beach plum,Breaking leaf buds,6/3/2016,155,1,39,4
11809,118508,Site G,beach plum,Breaking leaf buds,6/16/2016,168,1,39,4
11810,118509,Site G,beach plum,Breaking leaf buds,5/13/2016,134,0,39,0
11811,118510,Site G,beach plum,Breaking leaf buds,4/21/2016,112,0,39,0
11812,118511,Site G,beach plum,Breaking leaf buds,4/15/2016,106,0,39,0
11813,118512,Site G,beach plum,Breaking leaf buds,3/20/2016,80,0,39,0
11814,118513,Site G,beach plum,Breaking leaf buds,6/21/2016,173,0,39,0
11815,118514,Site G,beach plum,Breaking leaf buds,6/28/2016,180,0,39,0
11816,118515,Site G,beach plum,Breaking leaf buds,6/30/2016,182,0,39,0
11817,118516,Site G,beach plum,Breaking leaf buds,7/5/2016,187,0,39,0
11818,118517,Site G,beach plum,Breaking leaf buds,7/7/2016,189,0,39,0
11819,118518,Site G,beach plum,Breaking leaf buds,7/11/2016,193,0,39,0
11820,118519,Site G,beach plum,Breaking leaf buds,7/13/2016,195,0,39,0
11821,118520,Site G,beach plum,Breaking leaf buds,7/19/2016,201,0,39,0
11822,118521,Site G,beach plum,Breaking leaf buds,7/21/2016,203,0,39,0
11823,118522,Site G,beach plum,Breaking leaf buds,7/26/2016,208,0,39,0
11824,118523,Site G,beach plum,Breaking leaf buds,7/28/2016,210,0,39,0
11825,118524,Site G,beach plum,Breaking leaf buds,8/4/2016,217,0,39,0
11826,118525,Site G,beach plum,Breaking leaf buds,8/9/2016,222,0,39,0
11827,118526,Site G,beach plum,Breaking leaf buds,8/16/2016,229,0,39,0
11828,118527,Site G,beach plum,Breaking leaf buds,8/18/2016,231,0,39,0
11829,118528,Site G,beach plum,Breaking leaf buds,8/25/2016,238,0,39,0
11830,118529,Site G,beach plum,Breaking leaf buds,8/30/2016,243,0,39,0
11831,118530,Site G,beach plum,Breaking leaf buds,9/8/2016,252,0,39,0
11832,118531,Site G,beach plum,Breaking leaf buds,9/13/2016,257,0,39,0
11833,118532,Site G,beach plum,Breaking leaf buds,9/21/2016,265,0,39,0
11834,118533,Site G,beach plum,Breaking leaf buds,10/5/2016,279,0,39,0
11835,118534,Site G,beach plum,Breaking leaf buds,10/20/2016,294,0,39,0
11836,118535,Site G,beach plum,Breaking leaf buds,8/13/2015,225,0,39,0
11837,118536,Site G,beach plum,Breaking leaf buds,4/3/2017,93,0,39,0
11838,118537,Site G,beach plum,Breaking leaf buds,4/11/2017,101,0,39,0
11839,118538,Site G,beach plum,Breaking leaf buds,4/18/2017,108,0,39,0
11840,118539,Site G,beach plum,Breaking leaf buds,4/27/2017,117,0,39,0
11841,118540,Site G,beach plum,Breaking leaf buds,5/3/2017,123,0,39,0
11842,118541,Site G,beach plum,Breaking leaf buds,5/9/2017,129,0,39,0
11843,118542,Site G,beach plum,Breaking leaf buds,5/16/2017,136,0,39,0
11844,118543,Site G,beach plum,Breaking leaf buds,5/19/2017,139,0,39,0
11845,118544,Site G,beach plum,Breaking leaf buds,5/22/2017,142,1,39,3
11846,118545,Site G,beach plum,Breaking leaf buds,5/30/2017,150,1,39,3
11847,118546,Site G,beach plum,Breaking leaf buds,6/7/2017,158,1,39,6
11848,118547,Site G,beach plum,Breaking leaf buds,6/13/2017,164,1,39,4
